latency_ms,status,error
265.46470005996525,200,
266.9861000031233,200,
280.3552000550553,200,
284.45999999530613,200,
298.0031000915915,200,
294.8239999823272,200,
307.1079000364989,200,
319.4062999682501,200,
315.09940000250936,200,
318.05990007705986,200,
321.8604000285268,200,
318.16219992469996,200,
329.01180000044405,200,
326.6696999780834,200,
331.80179994087666,200,
329.1208000155166,200,
338.8799000531435,200,
325.4667998990044,200,
332.83230010420084,200,
332.4848999036476,200,
340.0607000803575,200,
330.72580001316965,200,
330.4620999842882,200,
333.8034999324009,200,
351.02410009130836,200,
354.2095999000594,200,
362.18259995803237,200,
361.7178000276908,200,
373.07199998758733,200,
383.49539996124804,200,
396.8275999650359,200,
392.192899947986,200,
393.7162000220269,200,
403.70449994225055,200,
406.5398999955505,200,
436.5873000351712,200,
437.52939999103546,200,
483.1690000137314,200,
484.28460001014173,200,
496.96659995242953,200,
499.5109000010416,200,
502.08530004601926,200,
508.5381999379024,200,
520.1909000752494,200,
533.0516999820247,200,
545.6424999283627,200,
555.1495000254363,200,
564.0604000072926,200,
562.3184000141919,200,
587.8005999838933,200,
798.0194999836385,200,
778.2865000190213,200,
793.4449000749737,200,
809.9606999894604,200,
782.8049000818282,200,
808.8639000197873,200,
787.3011000920087,200,
830.2361000096425,200,
887.9509000107646,200,
891.003500088118,200,
895.5592999700457,200,
908.108799951151,200,
916.4733999641612,200,
710.3230999782681,200,
906.644600094296,200,
902.4249999783933,200,
870.2792000258341,200,
927.3901999695227,200,
811.9920999743044,200,
859.8950000014156,200,
934.1164000798017,200,
940.7165999291465,200,
919.6011000312865,200,
950.1300000119954,200,
960.7158999424428,200,
787.5171999912709,200,
951.4216999523342,200,
919.742799946107,200,
909.2105999588966,200,
956.6936999326572,200,
759.3140000244603,200,
752.5883000344038,200,
935.2744999341667,200,
793.2261000387371,200,
981.9570999825373,200,
892.3782999627292,200,
970.5279999179766,200,
798.1365999439731,200,
759.9545000120997,200,
731.5120999701321,200,
726.5264999587089,200,
855.7327999733388,200,
926.4273999724537,200,
980.8290000073612,200,
723.0194999137893,200,
760.2774000260979,200,
768.0202999617904,200,
932.2821999667212,200,
907.6741000171751,200,
814.3808000022545,200,
413.60420000273734,200,
442.37669999711215,200,
447.1893000882119,200,
448.0523000238463,200,
462.9965000785887,200,
465.0203000055626,200,
396.7350999591872,200,
451.2394000776112,200,
393.82489991839975,200,
453.0779999913648,200,
429.4933999190107,200,
417.57660009898245,200,
457.85510004498065,200,
393.8482999801636,200,
489.6914000855759,200,
479.37369998544455,200,
425.3887999802828,200,
454.8437000485137,200,
432.2752000298351,200,
429.90370001643896,200,
433.97870007902384,200,
416.855699964799,200,
486.490499926731,200,
481.5090000629425,200,
446.39180006925017,200,
419.5692000212148,200,
406.3398001017049,200,
454.96880006976426,200,
511.4406000357121,200,
440.25610003154725,200,
427.28569998871535,200,
454.4571000151336,200,
506.0846999986097,200,
470.1864999951795,200,
498.54850000701845,200,
479.6792999841273,200,
427.3012999910861,200,
430.46920001506805,200,
449.99730004929006,200,
441.3943000836298,200,
448.69610003661364,200,
421.39170004520565,200,
454.54800000879914,200,
442.13780004065484,200,
459.6027999650687,200,
432.0987000828609,200,
480.762799968943,200,
448.88799998443574,200,
435.20450009964406,200,
431.6578001016751,200,
365.198599989526,200,
384.10179992206395,200,
420.3508000355214,200,
450.85149991791695,200,
436.8252999847755,200,
425.12080003507435,200,
429.91810000967234,200,
455.63740003854036,200,
310.3936000261456,200,
418.97370002698153,200,
382.30030005797744,200,
428.3737000077963,200,
377.85269995220006,200,
433.740200009197,200,
432.48449999373406,200,
398.249699966982,200,
373.1188999954611,200,
370.6328000407666,200,
399.11710005253553,200,
387.2196999145672,200,
389.44160006940365,200,
401.6820000251755,200,
428.98159998003393,200,
397.40270003676414,200,
408.9637999422848,200,
401.3063000747934,200,
414.46329990867525,200,
396.2766999611631,200,
376.48199999239296,200,
399.6013000141829,200,
403.8734999485314,200,
385.6299000326544,200,
382.0021999999881,200,
404.1914999252185,200,
389.77959996555,200,
400.280199944973,200,
379.84479998704046,200,
461.2799999304116,200,
377.4128999793902,200,
401.848700013943,200,
379.82649996411055,200,
382.83899996895343,200,
403.7139000138268,200,
390.0656000478193,200,
394.0847999183461,200,
409.7368000075221,200,
382.845800020732,200,
426.4348999131471,200,
385.483399964869,200,
381.33659993764013,200,
284.4951000297442,200,
268.1575999595225,200,
319.76049998775125,200,
352.28440002538264,200,
336.1438000574708,200,
326.3186999829486,200,
371.55739997979254,200,
345.87740001734346,200,
367.4636000068858,200,
276.59060002770275,200,
282.35100000165403,200,
288.1337000289932,200,
343.6484000412747,200,
327.34100008383393,200,
353.4147000173107,200,
340.16799996607006,200,
340.7560000196099,200,
362.80909995548427,200,
366.8414999265224,200,
373.02950001321733,200,
356.65099998004735,200,
356.4433000283316,200,
359.8929999861866,200,
355.4337000241503,200,
363.93949994817376,200,
369.81639999430627,200,
371.5929000172764,200,
371.81049992796034,200,
374.98709990177304,200,
358.17939997650683,200,
360.3291999315843,200,
366.84709996916354,200,
384.00190009269863,200,
362.54940007347614,200,
362.21380007918924,200,
367.257299949415,200,
369.86579990480095,200,
364.1080000670627,200,
364.07809995580465,200,
363.78580005839467,200,
371.27790006343275,200,
371.71660002786666,200,
370.8786000497639,200,
383.46489996183664,200,
376.8571999389678,200,
372.2580000758171,200,
368.44979994930327,200,
380.703300004825,200,
377.54839996341616,200,
265.66519995685667,200,
373.9697999553755,200,
267.58179999887943,200,
281.2979998998344,200,
283.5321999154985,200,
349.61789997760206,200,
399.9931999715045,200,
386.4134999457747,200,
382.3267000261694,200,
362.44359996635467,200,
320.7898000255227,200,
323.1772999279201,200,
321.50520000141114,200,
252.22389993723482,200,
343.96960004232824,200,
328.40400002896786,200,
337.55870000459254,200,
331.85499999672174,200,
353.5193999996409,200,
329.6874000225216,200,
358.58940007165074,200,
339.8420000448823,200,
340.91969998553395,200,
343.76309998333454,200,
348.3773999614641,200,
